Age,Gender,Class,Joined,Married,Fare,Survived
38.0,Female,C3,Southampton,0.0,9.0,0
46.0,Male,Crew,Belfast,0.0,0.0,0
23.0,Male,C3,Southampton,0.0,56.0,0
31.0,Male,C2,Queenstown,0.0,10.0,0
16.0,Male,C3,Queenstown,0.0,7.0,0
25.0,Male,C2,Cherbourg,0.0,41.0,0
29.0,Male,C3,Southampton,1.0,9.0,0
5.0,Male,C3,Southampton,0.0,25.0,0
3.0,Female,C3,Southampton,0.0,25.0,0
8.0,Female,C3,Southampton,0.0,25.0,0
12.0,Female,C3,Southampton,0.0,25.0,0
40.0,Female,C3,Southampton,1.0,25.0,0
20.0,Male,C3,Queenstown,0.0,15.0,0
41.0,Male,C3,Southampton,0.0,24.0,0
30.0,Male,C1,Cherbourg,0.0,27.0,0
25.0,Male,C2,Southampton,0.0,10.0,0
24.0,Male,C3,Southampton,0.0,9.0,0
42.0,Male,C1,Southampton,1.0,26.0,0
45.0,Female,C3,Southampton,0.0,7.0,0
36.0,Male,C3,Southampton,1.0,15.0,0
30.0,Female,C3,Southampton,1.0,15.0,0
28.0,Male,C3,Southampton,0.0,56.0,0
61.0,Male,C2,Queenstown,0.0,12.0,0
28.0,Male,C3,Southampton,0.0,9.0,0
25.0,Male,C3,Southampton,1.0,7.0,0
31.0,Male,C3,Southampton,1.0,16.0,0
34.0,Female,C3,Southampton,1.0,16.0,0
29.0,Male,C1,Southampton,0.0,30.0,0
30.0,Male,C1,Southampton,1.0,45.0,0
50.0,Male,C2,Southampton,1.0,26.0,0
50.0,Male,C3,Southampton,1.0,7.0,0
30.0,Male,C3,Cherbourg,1.0,6.0,0
44.0,Male,C3,Southampton,0.0,7.0,0
36.0,Male,C2,Southampton,1.0,12.0,0
57.0,Female,C2,Southampton,0.0,10.0,0
32.0,Male,Crew,Belfast,0.0,0.0,0
30.0,Male,C1,Southampton,0.0,26.0,0
20.0,Female,C3,Queenstown,0.0,7.0,0
25.0,Male,C2,Cherbourg,0.0,15.0,0
45.0,Male,C2,Cherbourg,1.0,37.0,0
32.0,Female,C3,Queenstown,0.0,7.0,0
47.0,Male,C2,Cherbourg,0.0,15.0,0
25.0,Male,C3,Cherbourg,0.0,7.0,0
18.0,Male,C1,Southampton,1.0,53.0,0
25.0,Male,Crew,Southampton,1.0,0.0,0
59.0,Male,Crew,Southampton,0.0,0.0,0
36.0,Male,C2,Southampton,0.0,16.0,0
53.0,Male,Crew,Belfast,1.0,0.0,0
46.0,Male,C1,Southampton,0.0,75.0,0
54.0,Male,C1,Southampton,1.0,51.0,0
36.0,Male,Crew,Belfast,0.0,0.0,0
32.0,Male,C2,Southampton,0.0,13.0,0
32.0,Male,C2,Southampton,1.0,13.0,0
42.0,Female,C3,Queenstown,0.0,7.0,0
46.0,Male,C2,Southampton,0.0,26.0,0
27.0,Male,C3,Southampton,1.0,16.0,0
19.0,Female,C3,Southampton,1.0,16.0,0
26.0,Male,Crew,Belfast,1.0,0.0,0
62.0,Female,C3,Southampton,1.0,8.0,0
32.0,Female,C3,Southampton,1.0,8.0,0
34.0,Male,C3,Southampton,1.0,8.0,0
48.0,Male,C3,Southampton,1.0,8.0,0
28.0,Male,C1,Cherbourg,1.0,82.0,0
65.0,Male,C1,Cherbourg,0.0,26.0,0
48.0,Male,C2,Southampton,1.0,13.0,0
44.0,Male,C1,Queenstown,1.0,90.0,0
71.0,Male,C2,Southampton,0.0,10.0,0
55.0,Male,C1,Southampton,0.0,30.0,0
47.0,Male,C1,Southampton,0.0,42.0,0
28.0,Male,C3,Queenstown,0.0,24.0,0
54.0,Male,C2,Southampton,0.0,14.0,0
38.0,Male,C2,Southampton,1.0,26.0,0
34.0,Male,C3,Southampton,0.0,8.0,0
31.0,Male,C3,Queenstown,0.0,7.0,0
28.0,Male,C3,Southampton,1.0,8.0,0
16.0,Male,C2,Southampton,0.0,10.0,0
18.0,Female,C3,Queenstown,0.0,15.0,0
63.0,Male,C2,Queenstown,1.0,9.0,0
29.0,Male,C3,Southampton,1.0,7.0,0
17.0,Male,C3,Cherbourg,0.0,7.0,0
36.0,Male,C3,Southampton,1.0,8.0,0
20.0,Male,C3,Cherbourg,0.0,7.0,0
36.0,Male,C1,Cherbourg,1.0,29.0,0
29.0,Male,C2,Cherbourg,1.0,30.0,0
26.0,Male,C2,Southampton,1.0,13.0,0
58.0,Male,C1,Cherbourg,0.0,113.0,0
19.0,Male,C2,Southampton,0.0,36.0,0
47.0,Male,Crew,Belfast,1.0,0.0,0
59.0,Male,C1,Southampton,0.0,26.0,0
29.0,Female,C3,Southampton,0.0,7.0,0
28.0,Male,C3,Southampton,0.0,8.0,0
60.0,Male,C3,Southampton,1.0,6.0,0
26.0,Male,C3,Queenstown,0.0,15.0,0
18.0,Male,C3,Queenstown,0.0,7.0,0
15.0,Male,C3,Queenstown,0.0,7.0,0
63.0,Male,Crew,Belfast,0.0,0.0,0
28.0,Male,C3,Southampton,1.0,22.0,0
31.0,Female,C3,Southampton,0.0,7.0,0
20.0,Male,C3,Southampton,0.0,9.0,0
30.0,Female,C3,Southampton,0.0,8.0,0
19.0,Female,C3,Southampton,0.0,8.0,0
20.0,Male,C3,Southampton,1.0,8.0,0
36.0,Male,C1,Cherbourg,0.0,27.0,0
23.0,Male,C2,Southampton,0.0,10.0,0
45.0,Male,Crew,Belfast,0.0,0.0,0
1.0,Male,C3,Southampton,0.0,39.0,0
15.0,Male,C3,Southampton,0.0,39.0,0
7.0,Male,C3,Southampton,0.0,39.0,0
2.0,Male,C3,Southampton,0.0,39.0,0
16.0,Male,C3,Southampton,0.0,39.0,0
41.0,Female,C3,Southampton,1.0,39.0,0
17.0,Male,C2,Southampton,0.0,10.0,0
40.0,Male,C1,Southampton,1.0,28.0,0
18.0,Male,C3,Southampton,0.0,14.0,0
32.0,Male,C3,Southampton,1.0,7.0,0
23.0,Male,Crew,Southampton,0.0,93.0,0
1.0,Male,C3,Southampton,0.0,13.0,0
4.0,Female,C3,Southampton,0.0,13.0,0
26.0,Female,C3,Southampton,1.0,13.0,0
29.0,Male,C1,Southampton,0.0,66.0,0
19.0,Male,C2,Southampton,0.0,10.0,0
49.0,Male,Crew,Belfast,1.0,0.0,0
39.0,Male,Crew,Cherbourg,1.0,15.0,0
41.0,Male,C2,Southampton,0.0,13.0,0
27.0,Female,C3,Queenstown,0.0,8.0,0
18.0,Female,C3,Southampton,1.0,7.0,0
24.0,Male,C1,Cherbourg,1.0,108.0,0
43.0,Male,C2,Southampton,0.0,21.0,0
24.0,Male,C3,Southampton,1.0,8.0,0
46.0,Male,C1,Southampton,1.0,52.0,0
27.0,Male,C2,Cherbourg,0.0,15.0,0
16.0,Male,C3,Cherbourg,0.0,8.0,0
2.0,Male,C3,Southampton,0.0,21.0,0
6.0,Male,C3,Southampton,0.0,21.0,0
3.0,Female,C3,Southampton,0.0,21.0,0
8.0,Female,C3,Southampton,0.0,21.0,0
29.0,Female,C3,Southampton,1.0,21.0,0
21.0,Male,C3,Cherbourg,0.0,7.0,0
50.0,Male,Crew,Belfast,1.0,0.0,0
54.0,Male,Crew,Southampton,1.0,0.0,0
36.0,Male,C2,Southampton,0.0,10.0,0
38.0,Male,C3,Southampton,0.0,7.0,0
33.0,Male,C2,Southampton,1.0,21.0,0
37.0,Male,C1,Cherbourg,0.0,19.54,0
10.0,Male,C3,Queenstown,0.0,29.0,0
4.0,Male,C3,Queenstown,0.0,29.0,0
6.0,Male,C3,Queenstown,0.0,29.0,0
2.0,Male,C3,Queenstown,0.0,29.0,0
8.0,Male,C3,Queenstown,0.0,29.0,0
39.0,Female,C3,Queenstown,0.0,29.0,0
23.0,Male,C2,Cherbourg,0.0,15.0,0
28.0,Male,Crew,Cherbourg,0.0,135.0,0
22.0,Female,C3,Southampton,0.0,39.0,0
35.0,Male,C3,Southampton,1.0,7.0,0
69.0,Male,C3,Southampton,0.0,14.0,0
64.0,Female,C3,Southampton,1.0,14.0,0
41.0,Male,Crew,Belfast,1.0,0.0,0
50.0,Male,C3,Southampton,0.0,14.0,0
45.0,Male,Crew,Cherbourg,1.0,247.0,0
48.0,Female,C3,Southampton,1.0,14.0,0
31.0,Male,C1,Southampton,0.0,50.0,0
49.0,Male,C3,Southampton,1.0,7.0,0
39.0,Male,C1,Southampton,1.0,50.0,0
2.0,Female,C3,Southampton,0.0,20.0,0
18.0,Male,C3,Southampton,0.0,20.0,0
41.0,Female,C3,Southampton,1.0,20.0,0
45.0,Male,C1,Cherbourg,0.0,79.0,0
36.0,Male,C1,Southampton,0.0,40.0,0
46.0,Male,C1,Cherbourg,1.0,59.0,0
55.0,Male,C3,Southampton,1.0,8.0,0
59.0,Male,C1,Southampton,1.0,26.0,0
31.0,Male,Crew,Belfast,0.0,0.0,0
32.0,Male,C3,Queenstown,0.0,24.0,0
61.0,Male,C1,Cherbourg,0.0,262.0,0
12.0,Male,C3,Southampton,0.0,69.0,0
5.0,Male,C3,Southampton,0.0,69.0,0
7.0,Female,C3,Southampton,0.0,69.0,0
14.0,Female,C3,Southampton,0.0,69.0,0
10.0,Female,C3,Southampton,0.0,69.0,0
20.0,Female,C3,Southampton,0.0,69.0,0
18.0,Male,C3,Southampton,0.0,69.0,0
16.0,Male,C3,Southampton,0.0,69.0,0
19.0,Male,C3,Southampton,0.0,69.0,0
44.0,Male,C3,Southampton,1.0,69.0,0
44.0,Female,C3,Southampton,1.0,69.0,0
17.0,Male,C3,Cherbourg,0.0,21.0,0
40.0,Male,C3,Cherbourg,0.0,21.0,0
16.0,Male,C3,Cherbourg,0.0,21.0,0
22.0,Male,C2,Southampton,0.0,13.0,0
42.0,Male,C3,Southampton,0.0,7.0,0
28.0,Male,C2,Southampton,1.0,13.0,0
10.0,Male,C3,Cherbourg,0.0,4.0,0
35.0,Male,C3,Southampton,1.0,19.54,0
29.0,Male,C2,Southampton,0.0,26.0,0
25.0,Male,C3,Queenstown,0.0,7.0,0
55.0,Male,C3,Southampton,1.0,15.0,0
26.0,Male,C3,Cherbourg,0.0,7.0,0
51.0,Male,C1,Cherbourg,1.0,55.0,0
40.0,Male,C3,Southampton,0.0,8.0,0
40.0,Male,C3,Southampton,1.0,7.0,0
59.0,Male,C2,Southampton,1.0,13.0,0
5.0,Male,C3,Southampton,0.0,27.0,0
11.0,Male,C3,Southampton,0.0,27.0,0
9.0,Female,C3,Southampton,0.0,27.0,0
2.0,Female,C3,Southampton,0.0,27.0,0
40.0,Male,C3,Southampton,1.0,27.0,0
43.0,Female,C3,Southampton,1.0,27.0,0
35.0,Male,C2,Southampton,0.0,10.0,0
56.0,Male,C1,Southampton,0.0,26.0,0
37.0,Male,C3,Southampton,0.0,8.0,0
62.0,Male,Crew,Southampton,1.0,0.0,0
56.0,Male,C1,Cherbourg,0.0,30.0,0
24.0,Male,C1,Cherbourg,1.0,60.0,0
57.0,Male,C1,Southampton,0.0,26.0,0
22.0,Female,Crew,Southampton,0.0,0.0,0
57.0,Male,C1,Cherbourg,0.0,146.0,0
31.0,Male,C3,Southampton,1.0,8.0,0
33.0,Male,C3,Cherbourg,0.0,8.0,0
42.0,Male,C2,Cherbourg,1.0,15.0,0
62.0,Male,C1,Southampton,1.0,26.0,0
64.0,Male,C1,Cherbourg,1.0,27.0,0
24.0,Male,C2,Southampton,0.0,10.0,0
59.0,Male,C3,Southampton,0.0,19.54,0
22.0,Female,C3,Southampton,0.0,9.0,0
67.0,Male,C1,Southampton,0.0,221.0,0
63.0,Female,C1,Southampton,0.0,221.0,0
26.0,Male,C3,Southampton,1.0,8.0,0
2.0,Female,C3,Southampton,0.0,10.0,0
29.0,Female,C3,Southampton,1.0,10.0,0
61.0,Male,C1,Southampton,1.0,32.0,0
74.0,Male,C3,Southampton,0.0,7.0,0
48.0,Male,Crew,Belfast,1.0,0.0,0
19.0,Male,Crew,Southampton,0.0,13.0,0
14.0,Male,C2,Southampton,0.0,65.0,0
43.0,Male,C3,Southampton,1.0,7.0,0
30.0,Male,C3,Cherbourg,0.0,6.0,0
54.0,Male,C1,Southampton,1.0,79.0,0
49.0,Male,C1,Cherbourg,0.0,110.0,0
36.0,Male,C3,Southampton,1.0,16.0,0
29.0,Male,C3,Cherbourg,0.0,7.0,0
29.0,Male,C2,Southampton,1.0,21.0,0
26.0,Female,C2,Southampton,1.0,21.0,0
36.0,Male,C3,Southampton,1.0,7.0,0
41.0,Male,C3,Southampton,0.0,8.0,0
39.0,Male,C1,Cherbourg,0.0,27.0,0
10.0,Male,C3,Southampton,0.0,14.0,0
9.0,Male,C3,Southampton,0.0,14.0,0
35.0,Male,C3,Southampton,1.0,14.0,0
35.0,Male,C3,Southampton,0.0,9.0,0
61.0,Male,C1,Belfast,1.0,33.0,0
10.0,Female,C3,Southampton,0.0,24.0,0
36.0,Male,C3,Southampton,0.0,24.0,0
30.0,Female,C3,Southampton,1.0,24.0,0
23.0,Male,C3,Southampton,0.0,9.0,0
46.0,Male,C3,Southampton,0.0,9.0,0
18.0,Female,C3,Southampton,0.0,18.0,0
31.0,Male,C3,Southampton,0.0,18.0,0
15.0,Male,C3,Southampton,0.0,18.0,0
31.0,Female,C3,Southampton,1.0,18.0,0
14.0,Female,C3,Southampton,0.0,7.0,0
26.0,Male,C3,Southampton,1.0,7.0,0
48.0,Male,C1,Southampton,0.0,34.0,0
36.0,Female,Crew,Southampton,0.0,0.0,0
48.0,Male,Crew,Belfast,0.0,0.0,0
42.0,Female,Crew,Southampton,1.0,0.0,0
35.0,Male,C3,Southampton,1.0,8.0,0
46.0,Male,C2,Southampton,1.0,21.0,0
31.0,Male,C3,Southampton,1.0,7.0,0
63.0,Male,C1,Cherbourg,1.0,75.0,0
23.0,Male,C3,Cherbourg,0.0,7.0,0
66.0,Male,C3,Southampton,0.0,8.0,0
61.0,Male,C1,Southampton,0.0,26.0,0
36.0,Male,C2,Southampton,1.0,27.0,0
65.0,Male,C2,Southampton,0.0,10.0,0
26.0,Male,Crew,Southampton,0.0,12.0,0
54.0,Male,C1,Southampton,1.0,77.0,0
21.0,Male,C1,Southampton,0.0,77.0,0
57.0,Male,C1,Southampton,0.0,164.0,0
51.0,Male,C3,Southampton,1.0,7.0,0
50.0,Male,C1,Southampton,0.0,211.0,0
27.0,Male,C1,Southampton,0.0,211.0,0
17.0,Male,C3,Southampton,0.0,6.0,0
18.0,Male,C3,Southampton,0.0,6.0,0
37.0,Male,C3,Cherbourg,1.0,8.0,0
51.0,Male,C1,Cherbourg,0.0,61.0,0
43.0,Male,C1,Southampton,1.0,35.0,0
24.0,Male,C3,Southampton,1.0,16.0,0
53.0,Male,Crew,Southampton,1.0,0.0,0
53.0,Male,C3,Southampton,0.0,7.0,0
36.0,Male,C3,Southampton,0.0,9.0,0
62.0,Male,C1,Southampton,0.0,26.0,0
27.0,Male,C3,Cherbourg,0.0,14.0,0
22.0,Female,C2,Southampton,0.0,13.0,0
64.0,Male,C1,Southampton,0.0,61.0,0
21.0,Female,C3,Southampton,0.0,8.0,0
36.0,Female,C3,Southampton,0.0,8.0,0
18.0,Male,C3,Southampton,0.0,8.0,0
38.0,Male,C3,Southampton,1.0,8.0,0
19.0,Male,C3,Southampton,1.0,7.0,0
34.0,Male,C3,Cherbourg,0.0,6.0,0
16.0,Male,C3,Cherbourg,0.0,7.0,0
39.0,Female,C3,Southampton,0.0,20.0,1
16.0,Female,C3,Southampton,0.0,7.0,1
25.0,Male,C3,Southampton,0.0,7.0,1
28.0,Female,C2,Cherbourg,0.0,24.0,1
19.0,Male,C3,Southampton,0.0,7.0,1
38.0,Female,C3,Cherbourg,0.0,7.0,1
27.0,Male,C3,Cherbourg,1.0,18.0,1
1.0,Male,C3,Southampton,0.0,9.0,1
21.0,Female,C3,Southampton,0.0,9.0,1
2.0,Female,C3,Cherbourg,0.0,19.0,1
5.0,Female,C3,Cherbourg,0.0,19.0,1
3.0,Female,C3,Cherbourg,0.0,19.0,1
23.0,Female,C3,Cherbourg,0.0,19.0,1
25.0,Male,C3,Cherbourg,1.0,7.0,1
29.0,Female,C1,Southampton,0.0,211.0,1
24.0,Male,Crew,Southampton,0.0,0.0,1
1.0,Male,C1,Southampton,0.0,151.0,1
19.0,Female,C3,Southampton,0.0,7.0,1
42.0,Male,C1,Southampton,1.0,26.0,1
42.0,Male,Crew,Southampton,0.0,0.0,1
62.0,Female,C1,Cherbourg,0.0,77.0,1
19.0,Male,Crew,Southampton,0.0,0.0,1
36.0,Female,C2,Southampton,1.0,26.0,1
53.0,Female,C1,Southampton,1.0,51.0,1
35.0,Male,Crew,Southampton,1.0,0.0,1
3.0,Male,C3,Southampton,0.0,31.0,1
5.0,Female,C3,Southampton,0.0,31.0,1
23.0,Male,C3,Southampton,0.0,7.0,1
38.0,Female,C3,Southampton,1.0,31.0,1
18.0,Female,C1,Cherbourg,1.0,247.0,1
24.0,Female,C1,Cherbourg,0.0,69.0,1
20.0,Male,Crew,Southampton,0.0,0.0,1
15.0,Female,C3,Cherbourg,0.0,7.0,1
33.0,Female,C3,Southampton,0.0,15.0,1
18.0,Female,C3,Southampton,0.0,8.0,1
28.0,Male,Crew,Southampton,1.0,0.0,1
46.0,Male,Crew,Southampton,1.0,0.0,1
18.0,Male,Crew,Southampton,0.0,0.0,1
36.0,Female,C2,Southampton,0.0,13.0,1
26.0,Female,Crew,Southampton,0.0,78.0,1
47.0,Male,C1,Southampton,0.0,30.0,1
29.0,Male,Crew,Southampton,0.0,0.0,1
31.0,Female,Crew,Cherbourg,0.0,76.0,1
50.0,Female,C1,Cherbourg,0.0,247.0,1
32.0,Male,C2,Southampton,1.0,26.0,1
22.0,Female,C2,Southampton,0.0,26.0,1
1.0,Male,C2,Southampton,0.0,39.0,1
4.0,Female,C2,Southampton,0.0,39.0,1
12.0,Female,C2,Southampton,0.0,39.0,1
35.0,Female,C2,Southampton,0.0,39.0,1
37.0,Male,C1,Southampton,0.0,52.0,1
46.0,Female,C1,Southampton,1.0,52.0,1
34.0,Male,C2,Southampton,0.0,13.0,1
26.0,Male,C1,Cherbourg,0.0,30.0,1
33.0,Female,Crew,Southampton,1.0,0.0,1
19.0,Female,C2,Southampton,0.0,13.0,1
39.0,Female,Crew,Cherbourg,0.0,63.0,1
46.0,Female,Crew,Cherbourg,0.0,247.0,1
32.0,Male,C3,Southampton,1.0,56.0,1
31.0,Female,Crew,Southampton,0.0,221.0,1
25.0,Male,C1,Cherbourg,1.0,91.0,1
19.0,Female,C1,Cherbourg,1.0,91.0,1
28.0,Male,C1,Southampton,0.0,26.0,1
22.0,Male,Crew,Southampton,0.0,0.0,1
39.0,Male,C1,Cherbourg,1.0,31.0,1
45.0,Female,Crew,Southampton,1.0,0.0,1
30.0,Female,C1,Southampton,0.0,164.0,1
61.0,Female,C1,Southampton,0.0,26.0,1
45.0,Female,Crew,Cherbourg,0.0,262.0,1
22.0,Female,C1,Southampton,0.0,55.0,1
31.0,Female,Crew,Southampton,0.0,0.0,1
28.0,Male,Crew,Belfast,1.0,0.0,1
22.0,Female,C3,Queenstown,0.0,7.0,1
37.0,Male,C1,Southampton,0.0,26.0,1
42.0,Male,Crew,Southampton,1.0,0.0,1
22.0,Male,Crew,Belfast,0.0,0.0,1
42.0,Male,Crew,Belfast,1.0,0.0,1
18.0,Female,Crew,Southampton,0.0,13.0,1
15.0,Female,C2,Southampton,0.0,39.0,1
34.0,Male,Crew,Belfast,0.0,0.0,1
59.0,Female,C1,Southampton,0.0,51.0,1
39.0,Female,C2,Southampton,1.0,39.0,1
44.0,Female,C1,Cherbourg,1.0,27.0,1
20.0,Female,C2,Southampton,0.0,26.0,1
21.0,Male,C3,Queenstown,0.0,7.0,1
58.0,Female,C1,Cherbourg,0.0,76.0,1
26.0,Male,Crew,Southampton,0.0,0.0,1
39.0,Male,Crew,Belfast,0.0,0.0,1
41.0,Female,Crew,Cherbourg,0.0,134.0,1
39.0,Female,C2,Southampton,1.0,13.0,1
1.0,Male,C2,Southampton,0.0,29.0,1
26.0,Male,C2,Southampton,0.0,29.0,1
28.0,Female,C2,Southampton,1.0,29.0,1
35.0,Female,C2,Southampton,0.0,21.0,1
52.0,Female,C1,Cherbourg,1.0,27.0,1
36.0,Male,C1,Cherbourg,1.0,512.0,1
58.0,Female,C1,Cherbourg,1.0,512.0,1
11.0,Male,C1,Southampton,0.0,120.0,1
14.0,Female,C1,Southampton,0.0,120.0,1
36.0,Male,C1,Southampton,1.0,120.0,1
36.0,Female,C1,Southampton,1.0,120.0,1
36.0,Female,C1,Cherbourg,0.0,27.0,1
33.0,Female,Crew,Southampton,0.0,0.0,1
25.0,Female,C1,Southampton,1.0,78.0,1
47.0,Female,C1,Southampton,1.0,61.0,1
27.0,Male,C1,Southampton,0.0,53.0,1
32.0,Female,C1,Southampton,1.0,53.0,1
32.0,Male,Crew,Southampton,1.0,0.0,1
36.0,Female,Crew,Cherbourg,0.0,262.0,1
30.0,Female,C1,Southampton,0.0,86.0,1
45.0,Male,C1,Cherbourg,0.0,29.0,1
48.0,Female,C1,Southampton,1.0,55.0,1
32.0,Male,C3,Southampton,0.0,56.0,1
25.0,Female,C2,Southampton,0.0,30.0,1
52.0,Female,C2,Southampton,1.0,30.0,1
40.0,Male,Crew,Southampton,0.0,0.0,1
26.0,Female,C1,Cherbourg,1.0,136.0,1
28.0,Female,C2,Southampton,1.0,26.0,1
22.0,Female,Crew,Southampton,0.0,151.0,1
33.0,Male,Crew,Southampton,0.0,0.0,1
19.0,Male,C3,Southampton,0.0,8.0,1
25.0,Male,C2,Southampton,0.0,10.0,1
17.0,Male,Crew,Southampton,0.0,0.0,1
38.0,Male,Crew,Southampton,0.0,0.0,1
8.0,Female,C2,Southampton,0.0,26.0,1
30.0,Female,C2,Southampton,1.0,26.0,1
34.0,Male,Crew,Southampton,1.0,0.0,1
39.0,Female,C1,Cherbourg,0.0,83.0,1
64.0,Female,C1,Cherbourg,0.0,83.0,1
23.0,Female,C3,Queenstown,0.0,7.0,1
22.0,Female,C2,Southampton,1.0,10.0,1
55.0,Female,C1,Southampton,0.0,25.0,1
16.0,Female,C3,Queenstown,0.0,7.0,1
30.0,Male,Crew,Southampton,1.0,0.0,1
3.0,Male,C3,Southampton,0.0,15.0,1
9.0,Male,C3,Southampton,0.0,15.0,1
36.0,Female,C3,Southampton,1.0,15.0,1
